ts,src,tc,rh,co2,pm1,pm25,pm4,pm10,voc,nox,vb,flags
1787446200,local,21.3,46.6,653,,4.3,,,97,1,,0
1787446200,bedroom,20.1,49.6,635,,,,,,,3.692,0
1787446320,local,21.3,46.6,656,,4.3,,,97,1,,0
1787446440,local,21.3,46.6,658,,4.4,,,97,1,,0
1787446560,local,21.3,46.6,661,,4.4,,,97,1,,0
1787446560,bedroom,20.1,49.6,641,,,,,,,3.691,0
1787446680,local,21.4,46.6,663,,4.4,,,97,1,,0
1787446800,local,21.4,46.7,665,,4.4,,,97,1,,0
1787446800,bedroom,20.2,49.7,645,,,,,,,3.691,0
1787446920,local,21.4,46.7,667,,4.4,,,97,1,,0
1787447040,local,21.5,46.7,669,,4.4,,,97,1,,0
1787447160,local,21.5,46.7,671,,4.4,,,97,1,,0
1787447160,bedroom,20.3,49.7,651,,,,,,,3.690,0
1787447280,local,21.5,46.8,673,,4.4,,,97,1,,0
1787447400,local,21.5,46.8,675,,4.5,,,97,1,,0
1787447400,bedroom,20.3,49.8,654,,,,,,,3.689,0
1787447520,local,21.6,46.8,677,,4.5,,,97,1,,0
1787447640,local,21.6,46.8,679,,4.5,,,97,1,,0
1787447760,local,21.6,46.8,681,,4.5,,,98,1,,0
1787447760,bedroom,20.4,49.8,659,,,,,,,3.688,0
1787447880,local,21.6,46.9,683,,4.5,,,98,1,,0
1787448000,local,21.7,46.9,684,,4.5,,,98,1,,0
1787448000,bedroom,20.5,49.9,662,,,,,,,3.688,0
1787448120,local,21.7,46.9,686,,4.5,,,98,1,,0
1787448240,local,21.7,46.9,687,,4.5,,,98,1,,0
1787448360,local,21.7,46.9,689,,4.6,,,98,1,,0
1787448360,bedroom,20.5,49.9,665,,,,,,,3.687,0
1787448480,local,21.8,47.0,690,,4.6,,,98,1,,0
1787448600,local,21.8,47.0,691,,4.6,,,98,1,,0
1787448600,bedroom,20.6,50.0,667,,,,,,,3.686,0
1787448720,local,21.8,47.0,692,,4.6,,,98,1,,0
1787448840,local,21.8,47.0,693,,4.6,,,98,1,,0
1787448960,local,21.8,47.1,694,,4.6,,,98,1,,0
1787448960,bedroom,20.6,50.1,670,,,,,,,3.685,0
1787449080,local,21.9,47.1,695,,4.6,,,98,1,,0
1787449200,local,21.9,47.1,696,,4.6,,,98,1,,0
1787449200,bedroom,20.7,50.1,672,,,,,,,3.685,0
1787449320,local,21.9,47.1,697,,4.6,,,98,1,,0
1787449440,local,21.9,47.1,698,,4.7,,,98,1,,0
1787449560,local,21.9,47.2,699,,4.7,,,98,1,,0
1787449560,bedroom,20.7,50.2,674,,,,,,,3.684,0
1787449680,local,22.0,47.2,699,,4.7,,,99,1,,0
1787449800,local,22.0,47.2,700,,4.7,,,99,1,,0
1787449800,bedroom,20.8,50.2,675,,,,,,,3.683,0
1787449920,local,22.0,47.2,700,,4.7,,,99,1,,0
1787450040,local,22.0,47.2,701,,4.7,,,99,1,,0
1787450160,local,22.0,47.3,701,,4.7,,,99,1,,0
1787450160,bedroom,20.8,50.3,676,,,,,,,3.682,0
1787450280,local,22.0,47.3,701,,4.7,,,99,1,,0
1787450400,local,22.1,47.3,702,,4.7,,,99,1,,0
1787450400,bedroom,20.9,50.3,676,,,,,,,3.682,0
1787450520,local,22.1,47.3,702,,4.8,,,99,1,,0
1787450640,local,22.1,47.4,702,,4.8,,,99,1,,0
1787450760,local,22.1,47.4,702,,4.8,,,99,1,,0
1787450760,bedroom,20.9,50.4,677,,,,,,,3.681,0
1787450880,local,22.1,47.4,702,,4.8,,,99,1,,0
1787451000,local,22.1,47.4,702,,4.8,,,99,1,,0
1787451000,bedroom,20.9,50.4,677,,,,,,,3.680,0
1787451120,local,22.1,47.4,702,,4.8,,,99,1,,0
1787451240,local,22.2,47.5,701,,4.8,,,99,1,,0
1787451360,local,22.2,47.5,701,,4.8,,,99,1,,0
1787451360,bedroom,21.0,50.5,676,,,,,,,3.679,0
1787451480,local,22.2,47.5,701,,4.8,,,99,1,,0
1787451600,local,22.2,47.5,700,,4.8,,,99,1,,0
1787451600,bedroom,21.0,50.5,675,,,,,,,3.679,0
1787451720,local,22.2,47.5,700,,4.9,,,100,1,,0
1787451840,local,22.2,47.6,700,,4.9,,,100,1,,0
1787451960,local,22.2,47.6,699,,4.9,,,100,1,,0
1787451960,bedroom,21.0,50.6,674,,,,,,,3.678,0
1787452080,local,22.2,47.6,698,,4.9,,,100,1,,0
1787452200,local,22.2,47.6,698,,4.9,,,100,1,,0
1787452200,bedroom,21.0,50.6,673,,,,,,,3.677,0
1787452320,local,22.2,47.6,697,,4.9,,,100,1,,0
1787452440,local,22.3,47.7,696,,4.9,,,100,1,,0
1787452560,local,22.3,47.7,696,,4.9,,,100,1,,0
1787452560,bedroom,21.1,50.7,671,,,,,,,3.676,0
1787452680,local,22.3,47.7,695,,4.9,,,100,1,,0
1787452800,local,22.3,47.7,694,,4.9,,,100,1,,0
1787452800,bedroom,21.1,50.7,670,,,,,,,3.676,0
1787452920,local,22.3,47.7,693,,4.9,,,100,1,,0
1787453040,local,22.3,47.8,692,,4.9,,,100,1,,0
1787453160,local,22.3,47.8,691,,5.0,,,100,1,,0
1787453160,bedroom,21.1,50.8,668,,,,,,,3.675,0
1787453280,local,22.3,47.8,690,,5.0,,,100,1,,0
1787453400,local,22.3,47.8,689,,5.0,,,100,1,,0
1787453400,bedroom,21.1,50.8,666,,,,,,,3.674,0
1787453520,local,22.3,47.8,688,,5.0,,,100,1,,0
1787453640,local,22.3,47.9,687,,5.0,,,100,1,,0
1787453760,local,22.3,47.9,686,,5.0,,,101,1,,0
1787453760,bedroom,21.1,50.9,663,,,,,,,3.673,0
1787453880,local,22.3,47.9,685,,5.0,,,101,1,,0
1787468400,local,20.5,46.0,580,,4.0,,,95,1,,0
1787468400,bedroom,19.3,49.0,573,,,,,,,3.636,0
1787468520,local,20.5,46.0,583,,4.0,,,95,1,,0
1787468640,local,20.6,46.0,586,,4.0,,,95,1,,0
1787468760,local,20.6,46.1,589,,4.0,,,95,1,,0
1787468760,bedroom,19.4,49.1,581,,,,,,,3.635,0
1787468880,local,20.6,46.1,593,,4.1,,,95,1,,0
1787469000,local,20.7,46.1,596,,4.1,,,95,1,,0
1787469000,bedroom,19.5,49.1,586,,,,,,,3.634,0
1787469120,local,20.7,46.1,599,,4.1,,,95,1,,0
1787469240,local,20.7,46.2,602,,4.1,,,95,1,,0
1787469360,local,20.8,46.2,605,,4.1,,,96,1,,0
1787469360,bedroom,19.6,49.2,594,,,,,,,3.633,0
1787469480,local,20.8,46.2,608,,4.1,,,96,1,,0
1787469600,local,20.8,46.2,611,,4.1,,,96,1,,0
1787469600,bedroom,19.6,49.2,600,,,,,,,3.633,0
1787469720,local,20.8,46.2,614,,4.1,,,96,1,,0
1787469840,local,20.9,46.3,617,,4.2,,,96,1,,0
1787469960,local,20.9,46.3,620,,4.2,,,96,1,,0
1787469960,bedroom,19.7,49.3,607,,,,,,,3.632,0
1787470080,local,20.9,46.3,623,,4.2,,,96,1,,0
1787470200,local,21.0,46.3,626,,4.2,,,96,1,,0
1787470200,bedroom,19.8,49.3,612,,,,,,,3.631,0
1787470320,local,21.0,46.4,629,,4.2,,,96,1,,0
1787470440,local,21.0,46.4,632,,4.2,,,96,1,,0
1787470560,local,21.1,46.4,635,,4.2,,,96,1,,0
1787470560,bedroom,19.9,49.4,620,,,,,,,3.630,0
1787470680,local,21.1,46.4,638,,4.3,,,96,1,,0
1787470800,local,21.1,46.4,640,,4.3,,,96,1,,0
1787470800,bedroom,19.9,49.4,624,,,,,,,3.630,0
1787470920,local,21.1,46.5,643,,4.3,,,96,1,,0
1787471040,local,21.2,46.5,646,,4.3,,,96,1,,0
1787471160,local,21.2,46.5,648,,4.3,,,97,1,,0
1787471160,bedroom,20.0,49.5,631,,,,,,,3.629,0
1787471280,local,21.2,46.5,651,,4.3,,,97,1,,0
1787471400,local,21.3,46.6,653,,4.3,,,97,1,,0
1787471400,bedroom,20.1,49.6,635,,,,,,,3.628,0
1787471520,local,21.3,46.6,656,,4.3,,,97,1,,0
1787471640,local,21.3,46.6,658,,4.4,,,97,1,,0
1787471760,local,21.3,46.6,661,,4.4,,,97,1,,0
1787471760,bedroom,20.1,49.6,641,,,,,,,3.627,0
1787471880,local,21.4,46.6,663,,4.4,,,97,1,,0
1787472000,local,21.4,46.7,665,,4.4,,,97,1,,0
1787472000,bedroom,20.2,49.7,645,,,,,,,3.627,0
1787472120,local,21.4,46.7,667,,4.4,,,97,1,,0
1787472240,local,21.5,46.7,669,,4.4,,,97,1,,0
1787472360,local,21.5,46.7,671,,4.4,,,97,1,,0
1787472360,bedroom,20.3,49.7,651,,,,,,,3.626,0
1787472480,local,21.5,46.8,673,,4.4,,,97,1,,0
1787472600,local,21.5,46.8,675,,4.5,,,97,1,,0
1787472600,bedroom,20.3,49.8,654,,,,,,,3.625,0
1787472720,local,21.6,46.8,677,,4.5,,,97,1,,0
1787472840,local,21.6,46.8,679,,4.5,,,97,1,,0
1787472960,local,21.6,46.8,681,,4.5,,,98,1,,0
1787472960,bedroom,20.4,49.8,659,,,,,,,3.624,0
1787473080,local,21.6,46.9,683,,4.5,,,98,1,,0
1787473200,local,21.7,46.9,684,,4.5,,,98,1,,0
1787473200,bedroom,20.5,49.9,662,,,,,,,3.624,0
1787473320,local,21.7,46.9,686,,4.5,,,98,1,,0
1787473440,local,21.7,46.9,687,,4.5,,,98,1,,0
1787473560,local,21.7,46.9,689,,4.6,,,98,1,,0
1787473560,bedroom,20.5,49.9,665,,,,,,,3.623,0
1787473680,local,21.8,47.0,690,,4.6,,,98,1,,0
1787473800,local,21.8,47.0,691,,4.6,,,98,1,,0
1787473800,bedroom,20.6,50.0,667,,,,,,,3.622,0
1787473920,local,21.8,47.0,692,,4.6,,,98,1,,0
1787474040,local,21.8,47.0,693,,4.6,,,98,1,,0
1787474160,local,21.8,47.1,694,,4.6,,,98,1,,0
1787474160,bedroom,20.6,50.1,670,,,,,,,3.621,0
1787474280,local,21.9,47.1,695,,4.6,,,98,1,,0
1787474400,local,21.9,47.1,696,,4.6,,,98,1,,0
1787474400,bedroom,20.7,50.1,672,,,,,,,3.621,0
1787474520,local,21.9,47.1,697,,4.6,,,98,1,,0
1787474640,local,21.9,47.1,698,,4.7,,,98,1,,0
1787474760,local,21.9,47.2,699,,4.7,,,98,1,,0
1787474760,bedroom,20.7,50.2,674,,,,,,,3.620,0
1787474880,local,22.0,47.2,699,,4.7,,,99,1,,0
1787475000,local,22.0,47.2,700,,4.7,,,99,1,,0
1787475000,bedroom,20.8,50.2,675,,,,,,,3.619,0
1787475120,local,22.0,47.2,700,,4.7,,,99,1,,0
1787475240,local,22.0,47.2,701,,4.7,,,99,1,,0
1787475360,local,22.0,47.3,701,,4.7,,,99,1,,0
1787475360,bedroom,20.8,50.3,676,,,,,,,3.618,0
1787475480,local,22.0,47.3,701,,4.7,,,99,1,,0
1787475600,local,22.1,47.3,702,,4.7,,,99,1,,0
1787475600,bedroom,20.9,50.3,676,,,,,,,3.617,0
1787475720,local,22.1,47.3,702,,4.8,,,99,1,,0
1787475840,local,22.1,47.4,702,,4.8,,,99,1,,0
1787475960,local,22.1,47.4,702,,4.8,,,99,1,,0
1787475960,bedroom,20.9,50.4,677,,,,,,,3.617,0
1787476080,local,22.1,47.4,702,,4.8,,,99,1,,0
1787476200,local,22.1,47.4,702,,4.8,,,99,1,,0
1787476200,bedroom,20.9,50.4,677,,,,,,,3.616,0
1787476320,local,22.1,47.4,702,,4.8,,,99,1,,0
1787476440,local,22.2,47.5,701,,4.8,,,99,1,,0
1787476560,local,22.2,47.5,701,,4.8,,,99,1,,0
1787476560,bedroom,21.0,50.5,676,,,,,,,3.615,0
1787476680,local,22.2,47.5,701,,4.8,,,99,1,,0
1787476800,local,22.2,47.5,700,,4.8,,,99,1,,0
1787476800,bedroom,21.0,50.5,675,,,,,,,3.614,0
1787476920,local,22.2,47.5,700,,4.9,,,100,1,,0
1787477040,local,22.2,47.6,700,,4.9,,,100,1,,0
1787477160,local,22.2,47.6,699,,4.9,,,100,1,,0
1787477160,bedroom,21.0,50.6,674,,,,,,,3.614,0
1787477280,local,22.2,47.6,698,,4.9,,,100,1,,0
1787477400,local,22.2,47.6,698,,4.9,,,100,1,,0
1787477400,bedroom,21.0,50.6,673,,,,,,,3.613,0
1787477520,local,22.2,47.6,697,,4.9,,,100,1,,0
1787477640,local,22.3,47.7,696,,4.9,,,100,1,,0
1787477760,local,22.3,47.7,696,,4.9,,,100,1,,0
1787477760,bedroom,21.1,50.7,671,,,,,,,3.612,0
1787477880,local,22.3,47.7,695,,4.9,,,100,1,,0
1787478000,local,22.3,47.7,694,,4.9,,,100,1,,0
1787478000,bedroom,21.1,50.7,670,,,,,,,3.611,0
1787478120,local,22.3,47.7,693,,4.9,,,100,1,,0
1787478240,local,22.3,47.8,692,,4.9,,,100,1,,0
1787478360,local,22.3,47.8,691,,5.0,,,100,1,,0
1787478360,bedroom,21.1,50.8,668,,,,,,,3.610,0
1787478480,local,22.3,47.8,690,,5.0,,,100,1,,0
1787478600,local,22.3,47.8,689,,5.0,,,100,1,,0
1787478600,bedroom,21.1,50.8,666,,,,,,,3.610,0
1787478720,local,22.3,47.8,688,,5.0,,,100,1,,0
1787478840,local,22.3,47.9,687,,5.0,,,100,1,,0
1787478960,local,22.3,47.9,686,,5.0,,,101,1,,0
1787478960,bedroom,21.1,50.9,663,,,,,,,3.609,0
1787479080,local,22.3,47.9,685,,5.0,,,101,1,,0
1787479200,local,22.3,47.9,684,,5.0,,,101,1,,0
1787479200,bedroom,21.1,50.9,661,,,,,,,3.608,0
1787479320,local,22.3,48.0,685,,5.0,,,101,1,,0
1787479440,local,22.3,48.1,687,,5.0,,,101,1,,0
1787479560,local,22.3,48.2,688,,5.0,,,101,1,,0
1787479560,bedroom,21.1,51.2,665,,,,,,,3.607,0
1787479680,local,22.3,48.2,689,,5.0,,,101,1,,0
1787479800,local,22.3,48.3,691,,5.0,,,101,1,,0
1787479800,bedroom,21.1,51.3,667,,,,,,,3.607,0
1787479920,local,22.3,48.4,692,,5.1,,,102,1,,0
1787480040,local,22.3,48.5,693,,5.1,,,102,1,,0
1787480160,local,22.3,48.6,695,,5.1,,,102,1,,0
1787480160,bedroom,21.1,51.6,670,,,,,,,3.606,0
1787480280,local,22.3,48.7,696,,5.1,,,102,1,,0
1787480400,local,22.3,48.7,697,,5.1,,,102,1,,0
1787480400,bedroom,21.1,51.7,673,,,,,,,3.605,0
1787480520,local,22.3,48.8,699,,5.1,,,102,1,,0
1787480640,local,22.3,48.9,700,,5.1,,,102,1,,0
1787480760,local,22.3,49.0,701,,5.1,,,103,1,,0
1787480760,bedroom,21.1,52.0,676,,,,,,,3.604,0
1787480880,local,22.3,49.1,703,,5.1,,,103,1,,0
1787481000,local,22.3,49.2,704,,5.1,,,103,1,,0
1787481000,bedroom,21.1,52.2,678,,,,,,,3.604,0
1787481120,local,22.3,49.2,705,,5.1,,,103,1,,0
1787481240,local,22.3,49.3,707,,5.1,,,103,1,,0
1787481360,local,22.2,49.4,708,,5.1,,,103,1,,0
1787481360,bedroom,21.0,52.4,682,,,,,,,3.603,0
1787481480,local,22.2,49.5,710,,5.1,,,104,1,,0
1787481600,local,22.2,49.6,711,,5.1,,,104,1,,0
1787481600,bedroom,21.0,52.6,684,,,,,,,3.602,0
1787481720,local,22.2,49.6,713,,5.1,,,104,1,,0
1787481840,local,22.2,49.7,714,,5.1,,,104,1,,0
1787481960,local,22.2,49.8,716,,5.1,,,104,1,,0
1787481960,bedroom,21.0,52.8,688,,,,,,,3.601,0
1787482080,local,22.2,49.9,717,,5.1,,,104,1,,0
1787482200,local,22.2,50.0,719,,5.1,,,104,1,,0
1787482200,bedroom,21.0,53.0,691,,,,,,,3.601,0
1787482320,local,22.2,50.0,720,,5.2,,,105,1,,0
1787482440,local,22.2,50.1,722,,5.2,,,105,1,,0
1787482560,local,22.1,50.2,724,,5.2,,,105,1,,0
1787482560,bedroom,20.9,53.2,695,,,,,,,3.600,0
1787482680,local,22.1,50.3,726,,5.2,,,105,1,,0
1787482800,local,22.1,50.4,727,,5.2,,,105,1,,0
1787482800,bedroom,20.9,53.4,698,,,,,,,3.599,0
1787482920,local,22.1,50.5,729,,5.2,,,105,1,,0
1787483040,local,22.1,50.5,731,,5.2,,,105,1,,0
1787483160,local,22.1,50.6,733,,5.2,,,106,1,,0
1787483160,bedroom,20.9,53.6,703,,,,,,,3.598,0
1787483280,local,22.1,50.7,735,,5.2,,,106,1,,0
1787483400,local,22.0,50.8,737,,5.2,,,106,1,,0
1787483400,bedroom,20.8,53.8,707,,,,,,,3.598,0
1787483520,local,22.0,50.9,739,,5.2,,,106,1,,0
1787483640,local,22.0,50.9,741,,5.2,,,106,1,,0
1787483760,local,22.0,51.0,743,,5.2,,,106,1,,0
1787483760,bedroom,20.8,54.0,712,,,,,,,3.597,0
1787483880,local,22.0,51.1,746,,5.2,,,106,1,,0
1787484000,local,22.0,51.2,748,,5.2,,,107,1,,0
1787484000,bedroom,20.8,54.2,716,,,,,,,3.596,0
1787484120,local,21.9,51.3,750,,5.2,,,107,1,,0
1787484240,local,21.9,51.3,753,,5.2,,,107,1,,0
1787484360,local,21.9,51.4,755,,5.2,,,107,1,,0
1787484360,bedroom,20.7,54.4,722,,,,,,,3.595,0
1787484480,local,21.9,51.5,758,,5.2,,,107,1,,0
1787484600,local,21.9,51.6,760,,5.2,,,107,1,,0
1787484600,bedroom,20.7,54.6,726,,,,,,,3.595,0
1787484720,local,21.8,51.7,763,,5.2,,,107,1,,0
1787484840,local,21.8,51.7,765,,5.2,,,108,1,,0
1787484960,local,21.8,51.8,768,,5.2,,,108,1,,0
1787484960,bedroom,20.6,54.8,733,,,,,,,3.594,0
1787485080,local,21.8,51.9,771,,5.2,,,108,1,,0
1787485200,local,21.8,52.0,774,,5.2,,,108,1,,0
1787485200,bedroom,20.6,55.0,738,,,,,,,3.593,0
1787485320,local,21.7,52.1,777,,5.2,,,108,1,,0
1787485440,local,21.7,52.1,780,,5.2,,,108,1,,0
1787485560,local,21.7,52.2,783,,5.2,,,108,1,,0
1787485560,bedroom,20.5,55.2,745,,,,,,,3.592,0
1787485680,local,21.7,52.3,786,,5.2,,,109,1,,0
1787485800,local,21.6,52.4,789,,5.2,,,109,1,,0
1787485800,bedroom,20.4,55.4,751,,,,,,,3.592,0
1787485920,local,21.6,52.4,792,,5.2,,,109,1,,0
1787486040,local,21.6,52.5,795,,5.2,,,109,1,,0
1787486160,local,21.6,52.6,799,,5.2,,,109,1,,0
1787486160,bedroom,20.4,55.6,759,,,,,,,3.591,0
1787486280,local,21.5,52.7,802,,5.2,,,109,1,,0
1787486400,local,21.5,52.8,805,,5.2,,,109,1,,0
1787486400,bedroom,20.3,55.8,765,,,,,,,3.590,0
1787486520,local,21.5,52.8,809,,5.2,,,110,1,,0
1787486640,local,21.5,52.9,812,,5.2,,,110,1,,0
1787486760,local,21.4,53.0,816,,5.2,,,110,1,,0
1787486760,bedroom,20.2,56.0,773,,,,,,,3.589,0
1787486880,local,21.4,53.1,819,,5.2,,,110,1,,0
1787487000,local,21.4,53.2,823,,5.2,,,110,1,,0
1787487000,bedroom,20.2,56.2,780,,,,,,,3.588,0
1787487120,local,21.4,53.2,827,,5.2,,,110,1,,0
1787487240,local,21.3,53.3,831,,5.2,,,110,1,,0
1787487360,local,21.3,53.4,834,,5.2,,,110,1,,0
1787487360,bedroom,20.1,56.4,789,,,,,,,3.588,0
1787487480,local,21.3,53.5,838,,5.2,,,111,1,,0
1787487600,local,21.3,53.5,842,,5.2,,,111,1,,0
1787487600,bedroom,20.1,56.5,796,,,,,,,3.587,0
1787487720,local,21.2,53.6,846,,5.2,,,111,1,,0
1787487840,local,21.2,53.7,850,,5.2,,,111,1,,0
1787487960,local,21.2,53.8,854,,5.2,,,111,1,,0
1787487960,bedroom,20.0,56.8,806,,,,,,,3.586,0
1787488080,local,21.1,53.8,858,,5.2,,,111,1,,0
1787488200,local,21.1,53.9,862,,5.2,,,111,1,,0
1787488200,bedroom,19.9,56.9,813,,,,,,,3.585,0
1787488320,local,21.1,54.0,867,,5.2,,,112,1,,0
1787488440,local,21.1,54.1,871,,5.2,,,112,1,,0
1787488560,local,21.0,54.2,875,,5.1,,,112,1,,0
1787488560,bedroom,19.8,57.2,824,,,,,,,3.584,0
1787488680,local,21.0,54.2,879,,5.1,,,112,1,,0
1787488800,local,21.0,54.3,884,,5.1,,,112,1,,0
1787488800,bedroom,19.8,57.3,831,,,,,,,3.584,0
1787488920,local,20.9,54.4,888,,5.1,,,112,1,,0
1787489040,local,20.9,54.5,892,,5.1,,,112,1,,0
1787489160,local,20.9,54.5,897,,5.1,,,112,1,,0
1787489160,bedroom,19.7,57.5,842,,,,,,,3.583,0
1787489280,local,20.9,54.6,901,,5.1,,,113,1,,0
1787489400,local,20.8,54.7,906,,5.1,,,113,1,,0
1787489400,bedroom,19.6,57.7,850,,,,,,,3.582,0
1787489520,local,20.8,54.8,910,,5.1,,,113,1,,0
1787489640,local,20.8,54.8,914,,5.1,,,113,1,,0
1787489760,local,20.7,54.9,919,,5.1,,,113,1,,0
1787489760,bedroom,19.5,57.9,861,,,,,,,3.581,0
1787489880,local,20.7,55.0,923,,5.1,,,113,1,,0
1787490000,local,20.7,55.1,928,,5.1,,,113,1,,0
1787490000,bedroom,19.5,58.1,869,,,,,,,3.581,0
1787490120,local,20.7,55.1,932,,5.1,,,113,1,,0
1787490240,local,20.6,55.2,937,,5.1,,,114,1,,0
1787490360,local,20.6,55.3,941,,5.1,,,114,1,,0
1787490360,bedroom,19.4,58.3,880,,,,,,,3.580,0
1787490480,local,20.6,55.4,946,,5.1,,,114,1,,0
1787490600,local,20.5,55.4,950,,5.1,,,114,1,,0
1787490600,bedroom,19.3,58.4,888,,,,,,,3.579,0
1787490720,local,20.5,55.5,955,,5.1,,,114,1,,0
1787490840,local,20.5,55.6,959,,5.0,,,114,1,,0
1787490960,local,20.4,55.7,964,,5.0,,,114,1,,0
1787490960,bedroom,19.2,58.7,899,,,,,,,3.578,0
1787491080,local,20.4,55.7,969,,5.0,,,114,1,,0
1787491200,local,20.4,55.8,973,,5.0,,,115,1,,0
1787491200,bedroom,19.2,58.8,907,,,,,,,3.578,0
1787491320,local,20.4,55.9,977,,5.0,,,115,1,,0
1787491440,local,20.3,56.0,982,,5.0,,,115,1,,0
1787491560,local,20.3,56.0,986,,5.0,,,115,1,,0
1787491560,bedroom,19.1,59.0,918,,,,,,,3.577,0
1787491680,local,20.3,56.1,991,,5.0,,,115,1,,0
1787491800,local,20.2,56.2,995,,5.0,,,115,1,,0
1787491800,bedroom,19.0,59.2,926,,,,,,,3.576,0
1787491920,local,20.2,56.3,1000,,5.0,,,115,1,,0
1787492040,local,20.2,56.3,1004,,5.0,,,115,1,,0
1787492160,local,20.2,56.4,1008,,5.0,,,115,1,,0
1787492160,bedroom,19.0,59.4,937,,,,,,,3.575,0
1787492280,local,20.1,56.5,1013,,5.0,,,116,1,,0
1787492400,local,20.1,56.6,1017,,5.0,,,116,1,,0
1787492400,bedroom,18.9,59.6,944,,,,,,,3.575,0
1787492520,local,20.1,56.6,1021,,4.9,,,116,1,,0
1787492640,local,20.0,56.7,1025,,4.9,,,116,1,,0
1787492760,local,20.0,56.8,1029,,4.9,,,116,1,,0
1787492760,bedroom,18.8,59.8,955,,,,,,,3.574,0
1787492880,local,20.0,56.8,1033,,4.9,,,116,1,,0
1787493000,local,20.0,56.9,1038,,4.9,,,116,1,,0
1787493000,bedroom,18.8,59.9,962,,,,,,,3.573,0
1787493120,local,19.9,57.0,1042,,4.9,,,116,1,,0
1787493240,local,19.9,57.1,1046,,4.9,,,117,1,,0
1787493360,local,19.9,57.1,1049,,4.9,,,117,1,,0
1787493360,bedroom,18.7,60.1,972,,,,,,,3.572,0
1787493480,local,19.9,57.2,1053,,4.9,,,117,1,,0
1787493600,local,19.8,57.3,1057,,4.9,,,117,1,,0
1787493600,bedroom,18.6,60.3,979,,,,,,,3.572,0
1787493720,local,19.8,57.3,1061,,4.9,,,117,1,,0
1787493840,local,19.8,57.4,1065,,4.8,,,117,1,,0
1787493960,local,19.8,57.5,1068,,4.8,,,117,1,,0
1787493960,bedroom,18.6,60.5,988,,,,,,,3.571,0
1787494080,local,19.7,57.6,1072,,4.8,,,117,1,,0
1787494200,local,19.7,57.6,1075,,4.8,,,117,1,,0
1787494200,bedroom,18.5,60.6,994,,,,,,,3.570,0
1787494320,local,19.7,57.7,1079,,4.8,,,118,1,,0
1787494440,local,19.7,57.8,1082,,4.8,,,118,1,,0
1787494560,local,19.6,57.9,1086,,4.8,,,118,1,,0
1787494560,bedroom,18.4,60.9,1003,,,,,,,3.569,0
1787494680,local,19.6,57.9,1089,,4.8,,,118,1,,0
1787494800,local,19.6,58.0,1092,,4.8,,,118,1,,0
1787494800,bedroom,18.4,61.0,1008,,,,,,,3.569,0
1787494920,local,19.6,58.1,1095,,4.8,,,118,1,,0
1787495040,local,19.6,58.1,1099,,4.7,,,118,1,,0
1787495160,local,19.5,58.2,1102,,4.7,,,118,1,,0
1787495160,bedroom,18.3,61.2,1016,,,,,,,3.568,0
1787495280,local,19.5,58.3,1104,,4.7,,,118,1,,0
1787495400,local,19.5,58.3,1107,,4.7,,,118,1,,0
1787495400,bedroom,18.3,61.3,1021,,,,,,,3.567,0
